dataset_id,title,description,description_length,domain,country,publisher,publisher_type,format,temporal_start,temporal_end,temporal_span_years,last_modified,update_frequency,spatial_precision,has_coordinates,license,is_open_license,num_keywords,keywords,has_eurovoc,num_languages,has_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
eu-water-4bb29cd078b2,Groundwater Level Measurements - DE,This dataset contains groundwater data collected from monitoring stations across the region.,12,groundwater,DE,DE Environmental Agency,national_hydro,NetCDF,2015-01-01,2021-12-31,6,2022-10-27,irregular,,False,,False,5,quantitative status|groundwater|aquifer|hydrogeology|groundwater level,True,1,False,0.2525,Insufficient,0.1,0.2,0.0,0.85,0.0,0.2,1.0,0.53,Partial,1.0,0.2,0.0,1.0,0.85,0.0,0.1,0.5425000000000001,Partial,1.0,0.3,0.4,0.85,0.2,0.0,0.1
eu-water-4eb3e082bfb6,Water Supply Statistics - BE,This dataset contains water utility data collected from monitoring stations across the region. Covers all relevant water bodies within the jurisdiction.,21,utilities,BE,BE Ministry of Agriculture,ministry,PDF,2002-01-01,2022-12-31,20,2025-04-05,annual,,False,,False,4,wastewater|water utility|drinking water|water treatment,False,2,True,0.21,Insufficient,0.3,0.3,0.0,0.2,0.0,0.4,0.5,0.44000000000000006,Partial,1.0,0.4,0.0,0.5,0.2,0.0,0.3,0.55,Partial,0.5,1.0,0.7,0.2,0.4,0.0,0.3
eu-water-f3ef63186cf0,Historical Flood Events - IE,,0,floods,IE,IE Ministry of Agriculture,ministry,GeoTIFF,2021-01-01,2022-12-31,1,2022-07-23,irregular,,False,CC-BY-4.0,True,0,,False,5,True,0.28500000000000003,Insufficient,0.1,0.2,0.0,0.8,1.0,0.0,0.0,0.26,Insufficient,0.3,0.0,0.0,0.0,0.8,1.0,0.1,0.515,Partial,0.0,1.0,0.7,0.8,0.0,1.0,0.1
eu-water-962d9e553e3b,Agricultural Pollution - DE,,0,agricultural_runoff,DE,DE River Basin District,regional,Excel,2020-01-01,2023-12-31,3,2025-12-09,weekly,region_name,False,,False,0,,False,1,False,0.475,Partial,0.5,0.8,0.5,0.6,0.0,0.0,0.0,0.385,Insufficient,0.6,0.0,1.0,0.0,0.6,0.0,0.5,0.255,Insufficient,0.0,0.3,0.4,0.6,0.0,0.0,0.5
eu-water-835932f80142,Remote Sensing Water Data - AT,Comprehensive monitoring information compiled under EU reporting requirements.,8,cross_cutting,AT,AT Ministry of Environment,ministry,GeoTIFF,,,0,2025-11-19,irregular,coordinates,True,,False,0,,False,1,False,0.495,Partial,0.5,0.2,1.0,0.8,0.0,0.2,0.0,0.265,Insufficient,0.0,0.2,0.8,0.0,0.8,0.0,0.5,0.30500000000000005,Insufficient,0.0,0.3,0.4,0.8,0.2,0.0,0.5
eu-water-f8b14f1566a3,Wastewater Treatment Data - FR,,0,utilities,FR,FR Environmental Agency,national_hydro,NetCDF,,,0,2025-11-18,unknown,bbox,True,CC0,True,0,,True,1,False,0.6025,Partial,0.5,0.0,1.0,0.85,1.0,0.0,1.0,0.4800000000000001,Partial,0.0,0.0,0.8,1.0,0.85,1.0,0.5,0.5925000000000001,Partial,1.0,0.3,0.4,0.85,0.0,1.0,0.5
eu-water-df21f6609ec7,Remote Sensing Water Data - LT,Time series data for monitoring parameters measured at multiple locations. Harmonized with EU-level reporting standards.,15,cross_cutting,LT,LT Ministry of Environment,ministry,Shapefile,2020-01-01,2025-12-31,5,2026-01-20,annual,,False,CC-BY-SA-4.0,True,0,,True,1,False,0.5325000000000001,Partial,0.8,0.3,0.0,0.75,1.0,0.2,1.0,0.555,Partial,0.6,0.2,0.0,1.0,0.75,1.0,0.8,0.6125,Partial,1.0,0.3,0.4,0.75,0.2,1.0,0.8
eu-water-291f59a5c064,Historical Flood Events - IE,Comprehensive river flood information compiled under EU reporting requirements.,9,floods,IE,IE Hydrological Service,national_hydro,JSON,,,0,2025-01-01,monthly,country_level,False,EU-ODP,True,0,,True,1,False,0.49999999999999994,Partial,0.1,0.6,0.3,0.9,1.0,0.2,1.0,0.4600000000000001,Partial,0.0,0.2,0.5,1.0,0.9,1.0,0.1,0.6000000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-e5efe69e842c,Aquifer Characteristics - DK,Spatial dataset representing groundwater body conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,groundwater,DK,DK Hydrological Service,national_hydro,PDF,2020-01-01,2021-12-31,1,2025-04-27,monthly,,False,,False,0,,True,1,False,0.295,Insufficient,0.3,0.6,0.0,0.2,0.0,0.4,1.0,0.3400000000000001,Insufficient,0.3,0.4,0.0,1.0,0.2,0.0,0.3,0.4750000000000001,Partial,1.0,0.3,0.4,0.2,0.4,0.0,0.3
eu-water-9e0fa7149241,Remote Sensing Water Data - ES,This dataset contains data data collected from monitoring stations across the region.,12,cross_cutting,ES,ES River Basin District,regional,,2012-01-01,2022-12-31,10,2023-05-02,weekly,country_level,False,EU-ODP,True,0,,False,1,False,0.35500000000000004,Insufficient,0.1,0.8,0.3,0.0,1.0,0.2,0.0,0.4700000000000001,Partial,1.0,0.2,0.5,0.0,0.0,1.0,0.1,0.21500000000000002,Insufficient,0.0,0.3,0.4,0.0,0.2,1.0,0.1
eu-water-8261e38d1973,Aquifer Characteristics - PT,,0,groundwater,PT,PT Ministry of Agriculture,ministry,PDF,2001-01-01,2021-12-31,20,2022-08-25,monthly,,False,CC0,True,0,,False,1,False,0.275,Insufficient,0.1,0.6,0.0,0.2,1.0,0.0,0.0,0.375,Insufficient,1.0,0.0,0.0,0.0,0.2,1.0,0.1,0.22500000000000003,Insufficient,0.0,0.3,0.4,0.2,0.0,1.0,0.1
eu-water-17b24ce76089,Integrated Water Resources - IT,Comprehensive water information compiled under EU reporting requirements. Covers all relevant water bodies within the jurisdiction.,16,cross_cutting,IT,IT Research Institute,research,JSON,2015-01-01,2021-12-31,6,2025-05-20,unknown,country_level,False,EU-ODP,True,4,,True,1,False,0.43,Partial,0.3,0.0,0.3,0.9,1.0,0.2,1.0,0.72,Ready,1.0,0.2,0.5,1.0,0.9,1.0,0.3,0.6100000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.3
eu-water-cbcac22fc001,European Pesticide Monitoring,Spatial dataset representing monitoring conditions based on field surveys and modeling. Includes both raw measurements and derived indicators.,18,agricultural_runoff,EU,EU Hydrological Service,national_hydro,PDF,2019-01-01,2024-12-31,5,2026-02-01,monthly,country_level,False,CC0,True,3,,True,1,False,0.5700000000000001,Partial,0.8,0.6,0.3,0.2,1.0,0.2,1.0,0.5750000000000001,Partial,0.6,0.2,0.5,1.0,0.2,1.0,0.8,0.6500000000000001,Partial,1.0,0.3,1.0,0.2,0.2,1.0,0.8
eu-water-05dbabdfe4d0,Programme of Measures - FI,Time series data for river basin management parameters measured at multiple locations.,12,wfd_metrics,FI,FI Research Institute,research,NetCDF,2019-01-01,2025-12-31,6,2023-11-17,irregular,coordinates,True,restricted,False,4,ecological status|pressures and impacts|RBMP|river basin management,True,1,False,0.4825,Partial,0.1,0.2,1.0,0.85,0.3,0.2,1.0,0.68,Partial,1.0,0.2,0.8,1.0,0.85,0.3,0.1,0.5575000000000001,Partial,1.0,0.3,0.4,0.85,0.2,0.3,0.1
eu-water-ac0594b5910e,Flood Hazard Maps - EL,Spatial dataset representing flash flood conditions based on field surveys and modeling. Includes both raw measurements and derived indicators.,19,floods,EL,EL Water Agency,national_hydro,CSV,2005-01-01,2020-12-31,15,2026-01-15,monthly,region_name,False,restricted,False,0,,False,1,False,0.52,Partial,0.5,0.6,0.5,0.9,0.3,0.2,0.0,0.5850000000000001,Partial,1.0,0.2,1.0,0.0,0.9,0.3,0.5,0.3350000000000001,Insufficient,0.0,0.3,0.4,0.9,0.2,0.3,0.5
eu-water-f0b8a1a82c22,Pesticide Monitoring - ES,,0,agricultural_runoff,ES,University of ES,research,PDF,2019-01-01,2025-12-31,6,2025-09-19,annual,bbox,True,restricted,False,3,,False,1,False,0.42000000000000004,Partial,0.3,0.3,1.0,0.2,0.3,0.0,0.5,0.51,Partial,1.0,0.0,0.8,0.5,0.2,0.3,0.3,0.32500000000000007,Insufficient,0.5,0.3,0.4,0.2,0.0,0.3,0.3
eu-water-bea0d4004935,Agricultural Pollution - NL,Comprehensive monitoring information compiled under EU reporting requirements.,8,agricultural_runoff,NL,Joint Research Centre,eu_agency,CSV,2020-01-01,2023-12-31,3,2025-12-29,unknown,coordinates,True,EU-ODP,True,4,,True,5,True,0.6200000000000001,Partial,0.5,0.0,1.0,0.9,1.0,0.2,1.0,0.6749999999999999,Partial,0.6,0.2,0.8,1.0,0.9,1.0,0.5,0.8200000000000001,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.5
eu-water-a94f54f067fe,Biological Quality Elements - FR,Spatial dataset representing biological quality conditions based on field surveys and modeling.,12,water_quality,FR,FR Ministry of Environment,ministry,,2019-01-01,2021-12-31,2,2022-01-16,monthly,,False,,False,0,,False,2,True,0.155,Insufficient,0.1,0.6,0.0,0.0,0.0,0.2,0.0,0.12000000000000001,Insufficient,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.365,Insufficient,0.0,1.0,0.7,0.0,0.2,0.0,0.1
eu-water-bc928b006d3e,Pressures and Impacts - HU,Time series data for RBMP parameters measured at multiple locations.,10,wfd_metrics,HU,University of HU,research,,,,0,2024-07-16,monthly,bbox,True,,False,2,programme of measures|RBMP,True,1,False,0.40499999999999997,Partial,0.1,0.6,1.0,0.0,0.0,0.2,1.0,0.315,Insufficient,0.0,0.2,0.8,1.0,0.0,0.0,0.1,0.41500000000000004,Partial,1.0,0.3,0.4,0.0,0.2,0.0,0.1
eu-water-587706d45a17,Pesticide Monitoring - ES,This dataset contains monitoring data collected from monitoring stations across the region.,12,agricultural_runoff,ES,European Environment Agency,eu_agency,Shapefile,2021-01-01,2023-12-31,2,2026-02-05,annual,country_level,False,CC0,True,0,,False,1,False,0.5425,Partial,0.8,0.3,0.3,0.75,1.0,0.2,0.0,0.405,Partial,0.3,0.2,0.5,0.0,0.75,1.0,0.8,0.36250000000000004,Insufficient,0.0,0.3,0.4,0.75,0.2,1.0,0.8
eu-water-d4dbbb7abe0d,Aquifer Characteristics - RO,Comprehensive groundwater level information compiled under EU reporting requirements.,9,groundwater,RO,University of RO,research,CSV,2020-01-01,2023-12-31,3,2025-05-20,annual,,False,custom_open,True,5,aquifer|quantitative status|groundwater body|groundwater level|hydrogeology,True,1,False,0.43,Partial,0.3,0.3,0.0,0.9,1.0,0.2,1.0,0.545,Partial,0.6,0.2,0.0,1.0,0.9,1.0,0.3,0.6100000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.3
eu-water-b2881c9bbc5b,Pressures and Impacts - CZ,Time series data for RBMP parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,18,wfd_metrics,CZ,CZ Ministry of Agriculture,ministry,CSV,2019-01-01,2022-12-31,3,2025-12-09,monthly,,False,CC-BY-4.0,True,4,pressures and impacts|WFD|Water Framework Directive|RBMP,True,1,False,0.54,Partial,0.5,0.6,0.0,0.9,1.0,0.2,1.0,0.555,Partial,0.6,0.2,0.0,1.0,0.9,1.0,0.5,0.6200000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-ca448d19bd13,European Pressures and Impacts,Time series data for water body status parameters measured at multiple locations.,12,wfd_metrics,EU,European Environment Agency,eu_agency,JSON,2003-01-01,2023-12-31,20,2024-07-08,weekly,bbox,True,restricted,False,0,,True,1,False,0.6100000000000001,Partial,0.1,0.8,1.0,0.9,0.3,0.2,1.0,0.685,Partial,1.0,0.2,0.8,1.0,0.9,0.3,0.1,0.685,Partial,1.0,0.3,1.0,0.9,0.2,0.3,0.1
eu-water-6845e9729ae5,Surface Water Chemistry - BE,,0,water_quality,BE,BE Regional Water Authority,regional,,2005-01-01,2025-12-31,20,2026-01-01,weekly,bbox,True,,False,1,biological quality,False,1,False,0.5,Partial,0.5,0.8,1.0,0.0,0.0,0.0,0.3,0.44,Partial,1.0,0.0,0.8,0.3,0.0,0.0,0.5,0.24000000000000002,Insufficient,0.3,0.3,0.4,0.0,0.0,0.0,0.5
eu-water-56ea5c63ef32,Aquifer Characteristics - SK,Time series data for groundwater body parameters measured at multiple locations.,11,groundwater,SK,Eurostat,eu_agency,GeoTIFF,,,0,2022-07-28,daily,bbox,True,EU-ODP,True,2,hydrogeology|groundwater body,True,5,True,0.7050000000000001,Ready,0.1,1.0,1.0,0.8,1.0,0.2,1.0,0.495,Partial,0.0,0.2,0.8,1.0,0.8,1.0,0.1,0.785,Ready,1.0,1.0,0.7,0.8,0.2,1.0,0.1
eu-water-122602b5a697,Programme of Measures - NL,Spatial dataset representing river basin management conditions based on field surveys and modeling.,13,wfd_metrics,NL,NL Environmental Agency,national_hydro,Shapefile,2017-01-01,2023-12-31,6,2026-01-22,weekly,country_level,False,CC-BY-SA-4.0,True,4,WFD|water body status|river basin management|ecological status,False,1,False,0.6675,Partial,0.8,0.8,0.3,0.75,1.0,0.2,0.5,0.6550000000000001,Partial,1.0,0.2,0.5,0.5,0.75,1.0,0.8,0.48750000000000004,Partial,0.5,0.3,0.4,0.75,0.2,1.0,0.8
eu-water-c8bbadd8c995,Biological Quality Elements - IE,Spatial dataset representing surface water conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,water_quality,IE,IE Open Data Portal,other,CSV,2021-01-01,2023-12-31,2,2023-02-12,monthly,,False,,False,0,,False,5,True,0.30000000000000004,Insufficient,0.1,0.6,0.0,0.9,0.0,0.4,0.0,0.25000000000000006,Insufficient,0.3,0.4,0.0,0.0,0.9,0.0,0.1,0.52,Partial,0.0,1.0,0.7,0.9,0.4,0.0,0.1
eu-water-8d66b9269282,Wastewater Treatment Data - FI,,0,utilities,FI,FI Environmental Agency,national_hydro,NetCDF,2007-01-01,2022-12-31,15,2023-02-25,irregular,country_level,False,,False,2,drinking water|water supply,False,1,False,0.2675,Insufficient,0.1,0.2,0.3,0.85,0.0,0.0,0.3,0.46,Partial,1.0,0.0,0.5,0.3,0.85,0.0,0.1,0.34750000000000003,Insufficient,0.3,0.3,0.4,0.85,0.0,0.0,0.1
eu-water-12f7647583f4,Wastewater Treatment Data - IT,This dataset contains water supply data collected from monitoring stations across the region.,13,utilities,IT,IT Water Agency,national_hydro,CSV,2013-01-01,2023-12-31,10,2023-03-27,annual,country_level,False,EU-ODP,True,2,water treatment|sewage,False,1,False,0.405,Partial,0.1,0.3,0.3,0.9,1.0,0.2,0.3,0.605,Partial,1.0,0.2,0.5,0.3,0.9,1.0,0.1,0.42500000000000004,Partial,0.3,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-52274d3c4a94,Biological Quality Elements - NL,Time series data for bathing water parameters measured at multiple locations. Updated regularly as part of ongoing monitoring programs.,19,water_quality,NL,NL Water Agency,national_hydro,Shapefile,,,0,2025-12-08,irregular,region_name,False,custom_open,True,4,biological quality|bathing water|chemical status|drinking water,False,1,False,0.5125000000000001,Partial,0.5,0.2,0.5,0.75,1.0,0.2,0.5,0.4650000000000001,Partial,0.0,0.2,1.0,0.5,0.75,1.0,0.5,0.47250000000000003,Partial,0.5,0.3,0.4,0.75,0.2,1.0,0.5
eu-water-3c2b6ce7c46e,Water Quality Monitoring Data - NL,Comprehensive drinking water information compiled under EU reporting requirements.,9,water_quality,NL,NL Ministry of Environment,ministry,CSV,,,0,2023-05-24,irregular,country_level,False,,False,0,,False,4,True,0.27,Insufficient,0.1,0.2,0.3,0.9,0.0,0.2,0.0,0.21000000000000002,Insufficient,0.0,0.2,0.5,0.0,0.9,0.0,0.1,0.5,Partial,0.0,1.0,0.7,0.9,0.2,0.0,0.1
eu-water-2d7c6a1b6eb1,Wastewater Treatment Data - DE,,0,utilities,DE,DE River Basin District,regional,CSV,2008-01-01,2023-12-31,15,2025-12-11,weekly,,False,,False,0,,True,4,True,0.47000000000000003,Partial,0.5,0.8,0.0,0.9,0.0,0.0,1.0,0.515,Partial,1.0,0.0,0.0,1.0,0.9,0.0,0.5,0.75,Ready,1.0,1.0,0.7,0.9,0.0,0.0,0.5
eu-water-c6562feb5ff3,Remote Sensing Water Data - SK,,0,cross_cutting,SK,SK Ministry of Agriculture,ministry,PDF,2020-01-01,2022-12-31,2,2025-12-26,irregular,country_level,False,CC-BY-4.0,True,4,,False,1,False,0.38,Insufficient,0.5,0.2,0.3,0.2,1.0,0.0,0.5,0.37,Insufficient,0.3,0.0,0.5,0.5,0.2,1.0,0.5,0.37000000000000005,Insufficient,0.5,0.3,0.4,0.2,0.0,1.0,0.5
eu-water-bf8b850065d4,Pesticide Monitoring - IT,Spatial dataset representing water conditions based on field surveys and modeling.,11,agricultural_runoff,IT,IT Environmental Agency,national_hydro,NetCDF,2018-01-01,2021-12-31,3,2025-06-09,irregular,bbox,True,CC-BY-SA-4.0,True,1,,False,1,False,0.5675,Partial,0.3,0.2,1.0,0.85,1.0,0.2,0.3,0.555,Partial,0.6,0.2,0.8,0.3,0.85,1.0,0.3,0.42750000000000005,Partial,0.3,0.3,0.4,0.85,0.2,1.0,0.3
eu-water-9d1f283a8fbd,Climate Water Projections - DK,Aggregated statistics on data derived from national reporting systems. Updated regularly as part of ongoing monitoring programs.,17,cross_cutting,DK,DK Environmental Agency,national_hydro,JSON,2021-01-01,2022-12-31,1,2026-01-13,irregular,,False,CC0,True,0,,False,1,False,0.41000000000000003,Partial,0.5,0.2,0.0,0.9,1.0,0.2,0.0,0.33000000000000007,Insufficient,0.3,0.2,0.0,0.0,0.9,1.0,0.5,0.37000000000000005,Insufficient,0.0,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-f3c78dfed9bf,Flood Hazard Maps - SE,Aggregated statistics on flood derived from national reporting systems. Data quality has been validated according to standard procedures.,18,floods,SE,Eurostat,eu_agency,PDF,,,0,2022-07-12,irregular,coordinates,True,CC-BY-4.0,True,0,,True,5,True,0.455,Partial,0.1,0.2,1.0,0.2,1.0,0.2,1.0,0.43500000000000005,Partial,0.0,0.2,0.8,1.0,0.2,1.0,0.1,0.6950000000000001,Partial,1.0,1.0,0.7,0.2,0.2,1.0,0.1
eu-water-bd127122e76b,Programme of Measures - RO,Spatial dataset representing water body status conditions based on field surveys and modeling. Includes both raw measurements and derived indicators.,20,wfd_metrics,RO,RO River Basin District,regional,,,,0,2023-12-18,annual,bbox,True,CC-BY-4.0,True,0,,True,1,False,0.455,Partial,0.1,0.3,1.0,0.0,1.0,0.4,1.0,0.45499999999999996,Partial,0.0,0.4,0.8,1.0,0.0,1.0,0.1,0.48500000000000004,Partial,1.0,0.3,0.4,0.0,0.4,1.0,0.1
eu-water-41532902a1b1,Drinking Water Quality - DE,This dataset contains sewage data collected from monitoring stations across the region. Covers all relevant water bodies within the jurisdiction.,20,utilities,DE,DE Environmental Agency,national_hydro,JSON,,,0,2026-01-14,monthly,country_level,False,CC-BY-4.0,True,0,,False,3,True,0.56,Partial,0.5,0.6,0.3,0.9,1.0,0.4,0.0,0.3700000000000001,Insufficient,0.0,0.4,0.5,0.0,0.9,1.0,0.5,0.5900000000000001,Partial,0.0,1.0,0.7,0.9,0.4,1.0,0.5
eu-water-65c2db16cc74,Wastewater Treatment Data - RO,Comprehensive water treatment information compiled under EU reporting requirements.,9,utilities,RO,RO Regional Water Authority,regional,NetCDF,,,0,2026-01-24,annual,,False,,False,0,,False,1,False,0.3975,Insufficient,0.8,0.3,0.0,0.85,0.0,0.2,0.0,0.165,Insufficient,0.0,0.2,0.0,0.0,0.85,0.0,0.8,0.3275,Insufficient,0.0,0.3,0.4,0.85,0.2,0.0,0.8
eu-water-c42309788611,Surface Water Chemistry - BE,Spatial dataset representing chemical status conditions based on field surveys and modeling.,12,water_quality,BE,Copernicus,eu_agency,Shapefile,2020-01-01,2025-12-31,5,2026-01-10,annual,country_level,False,,False,3,bathing water|surface water|drinking water,True,1,False,0.4175,Partial,0.5,0.3,0.3,0.75,0.0,0.2,1.0,0.515,Partial,0.6,0.2,0.5,1.0,0.75,0.0,0.5,0.5475,Partial,1.0,0.3,0.4,0.75,0.2,0.0,0.5
eu-water-ed45a9d484e9,Pressures and Impacts - ES,Comprehensive WFD information compiled under EU reporting requirements. Includes both raw measurements and derived indicators.,15,wfd_metrics,ES,Copernicus,eu_agency,PDF,2004-01-01,2024-12-31,20,2025-08-24,daily,bbox,True,CC-BY-4.0,True,5,Water Framework Directive|river basin management|WFD|water body status|RBMP,True,4,True,0.665,Partial,0.3,1.0,1.0,0.2,1.0,0.2,1.0,0.6950000000000001,Partial,1.0,0.2,0.8,1.0,0.2,1.0,0.3,0.7050000000000001,Ready,1.0,1.0,0.7,0.2,0.2,1.0,0.3
eu-water-05362030f3b5,Water Supply Statistics - BG,,0,utilities,BG,Eurostat,eu_agency,Excel,,,0,2026-01-09,irregular,region_name,False,CC-BY-SA-4.0,True,5,water supply|water treatment|sewage|water services|wastewater,True,1,False,0.505,Partial,0.5,0.2,0.5,0.6,1.0,0.0,1.0,0.485,Partial,0.0,0.0,1.0,1.0,0.6,1.0,0.5,0.555,Partial,1.0,0.3,0.4,0.6,0.0,1.0,0.5
eu-water-9c5e5efae648,Wastewater Treatment Data - DK,Aggregated statistics on water services derived from national reporting systems.,10,utilities,DK,DK Water Agency,national_hydro,NetCDF,,,0,2025-03-11,monthly,country_level,False,EU-ODP,True,2,water services|UWWTD,False,1,False,0.5075000000000001,Partial,0.3,0.6,0.3,0.85,1.0,0.2,0.3,0.36,Insufficient,0.0,0.2,0.5,0.3,0.85,1.0,0.3,0.42750000000000005,Partial,0.3,0.3,0.4,0.85,0.2,1.0,0.3
eu-water-9cf013eb6157,Wastewater Treatment Data - SE,Time series data for wastewater parameters measured at multiple locations.,10,utilities,SE,SE Regional Water Authority,regional,NetCDF,2014-01-01,2024-12-31,10,2022-06-14,annual,bbox,True,CC-BY-4.0,True,0,,False,1,False,0.5225000000000001,Partial,0.1,0.3,1.0,0.85,1.0,0.2,0.0,0.6000000000000001,Partial,1.0,0.2,0.8,0.0,0.85,1.0,0.1,0.3425,Insufficient,0.0,0.3,0.4,0.85,0.2,1.0,0.1
eu-water-93fe94343d56,Programme of Measures - EL,Comprehensive Water Framework Directive information compiled under EU reporting requirements.,10,wfd_metrics,EL,Copernicus,eu_agency,CSV,,,0,2022-05-13,weekly,coordinates,True,restricted,False,4,water body status|pressures and impacts|RBMP|WFD,True,1,False,0.6100000000000001,Partial,0.1,0.8,1.0,0.9,0.3,0.2,1.0,0.43500000000000005,Partial,0.0,0.2,0.8,1.0,0.9,0.3,0.1,0.5650000000000001,Partial,1.0,0.3,0.4,0.9,0.2,0.3,0.1
eu-water-886e8516aeee,Flood Hazard Maps - IT,,0,floods,IT,IT Open Data Portal,other,JSON,,,0,2026-01-21,annual,,False,CC-BY-SA-4.0,True,0,,False,1,False,0.495,Partial,0.8,0.3,0.0,0.9,1.0,0.0,0.0,0.23,Insufficient,0.0,0.0,0.0,0.0,0.9,1.0,0.8,0.365,Insufficient,0.0,0.3,0.4,0.9,0.0,1.0,0.8
eu-water-d1e204387c47,Water Quality Monitoring Data - PL,,0,water_quality,PL,PL Regional Water Authority,regional,CSV,,,0,2026-01-04,annual,,False,,False,0,,False,1,False,0.32,Insufficient,0.5,0.3,0.0,0.9,0.0,0.0,0.0,0.11500000000000002,Insufficient,0.0,0.0,0.0,0.0,0.9,0.0,0.5,0.30000000000000004,Insufficient,0.0,0.3,0.4,0.9,0.0,0.0,0.5
eu-water-2d2156691ab8,WFD Status Assessment - CZ,Comprehensive RBMP information compiled under EU reporting requirements.,8,wfd_metrics,CZ,CZ Research Institute,research,Shapefile,2023-01-01,2024-12-31,1,2024-11-07,monthly,country_level,False,,False,0,,False,1,False,0.3275,Insufficient,0.1,0.6,0.3,0.75,0.0,0.2,0.0,0.27,Insufficient,0.3,0.2,0.5,0.0,0.75,0.0,0.1,0.2775,Insufficient,0.0,0.3,0.4,0.75,0.2,0.0,0.1
eu-water-186d8841d14b,Water Supply Statistics - PL,Spatial dataset representing drinking water conditions based on field surveys and modeling. Harmonized with EU-level reporting standards.,17,utilities,PL,European Environment Agency,eu_agency,Excel,2006-01-01,2021-12-31,15,2022-01-28,unknown,coordinates,True,restricted,False,5,UWWTD|water supply|water utility|drinking water|water services,False,4,True,0.38,Insufficient,0.1,0.0,1.0,0.6,0.3,0.2,0.5,0.5800000000000001,Partial,1.0,0.2,0.8,0.5,0.6,0.3,0.1,0.595,Partial,0.5,1.0,0.7,0.6,0.2,0.3,0.1
eu-water-2f80b0db4d29,Biological Quality Elements - IE,This dataset contains surface water data collected from monitoring stations across the region. Updated regularly as part of ongoing monitoring programs.,21,water_quality,IE,IE River Basin District,regional,NetCDF,2019-01-01,2025-12-31,6,2023-02-04,annual,bbox,True,,False,1,chemical status,False,3,True,0.44750000000000006,Partial,0.1,0.3,1.0,0.85,0.0,0.4,0.3,0.585,Partial,1.0,0.4,0.8,0.3,0.85,0.0,0.1,0.5875,Partial,0.3,1.0,0.7,0.85,0.4,0.0,0.1
